Species	a	b
Neopelma_chrysocephalum	1	0	
Neopelma_chrysolophum	1	0	
Neopelma_pallescens	1	0	
Neopelma_sulphureiventer	1	0	
Neopipo_cinnamomea	1	0	
Neothraupis_fasciata	1	0	
Neoxolmis_rufiventris	1	0	
Nephelomyias_lintoni	1	0	
Nephelomyias_ochraceiventris	1	0	
Nephelomyias_pulcher	1	0	
Nephelornis_oneilli	1	0	
Netta_erythrophthalma	1	0	
Netta_peposaca	1	0	
Nonnula_brunnea	1	0	
Nonnula_rubecula	1	0	
Nonnula_ruficapilla	1	0	
Nonnula_sclateri	1	0	
Notharchus_macrorhynchos	1	0	
Notharchus_ordii	1	0	
Notharchus_swainsoni	1	0	
Nothocercus_bonapartei	1	1	
Nothocercus_julius	1	0	
Nothocercus_nigrocapillus	1	0	
Nothocrax_urumutum	1	0	
Nothoprocta_cinerascens	1	0	
Nothoprocta_curvirostris	1	0	
Nothoprocta_ornata	1	0	
Nothoprocta_pentlandii	1	0	
Nothoprocta_perdicaria	1	0	
Nothoprocta_sp	1	0	
Nothoprocta_taczanowskii	1	0	
Nothura_boraquira	1	0	
Nothura_chacoensis	1	0	
Nothura_darwinii	1	0	
Nothura_maculosa	1	0	
Nothura_minor	1	0	
Numenius_arquata	1	0	
Nyctibius_aethereus	1	0	
Nyctibius_bracteatus	1	0	
Nyctibius_leucopterus	1	0	
Nyctibius_maculosus	1	0	
Nycticryphes_semicollaris	1	0	
Nyctidromus_anthonyi	1	0	
Nyctiphrynus_ocellatus	1	0	
Nyctiphrynus_rosenbergi	1	0	
Nyctipolus_hirundinaceus	1	0	
Nyctipolus_nigrescens	1	0	
Nyctiprogne_leucopyga	1	0	
Nyctiprogne_vielliardi	1	0	
Nystalus_chacuru	1	0	
Nystalus_maculatus	1	0	
Nystalus_obamai	1	0	
Nystalus_striolatus	1	0	
Oceanites_gracilis	1	0	
Oceanites_pincoyae	1	0	
Oceanites_sp	1	0	
Oceanodroma_castro	1	0	
Oceanodroma_hornbyi	1	0	
Oceanodroma_markhami	1	0	
Oceanodroma_sp_Band-rumped_complex	0	0	
Oceanodroma_tethys	1	0	
Ochetorhynchus_andaecola	1	0	
Ochetorhynchus_melanurus	1	0	
Ochetorhynchus_phoenicurus	1	0	
Ochetorhynchus_ruficaudus	1	0	
Ochthoeca_cinnamomeiventris	1	0	
Ochthoeca_diadema	1	0	
Ochthoeca_frontalis	1	0	
Ochthoeca_fumicolor	1	0	
Ochthoeca_jelskii	1	0	
Ochthoeca_leucophrys	1	0	
Ochthoeca_oenanthoides	1	0	
Ochthoeca_piurae	1	0	
Ochthoeca_pulchella	1	0	
Ochthoeca_rufipectoralis	1	0	
Ochthoeca_sp	1	0	
Ochthornis_littoralis	1	0	
Ocreatus_underwoodii	1	0	
Ocyalus_latirostris	1	0	
Odontophorus_atrifrons	1	0	
Odontophorus_balliviani	1	0	
Odontophorus_capueira	1	0	
Odontophorus_columbianus	1	0	
Odontophorus_erythrops	1	0	
Odontophorus_hyperythrus	1	0	
Odontophorus_leucolaemus	0	1	
Odontophorus_melanonotus	1	0	
Odontophorus_sp	1	0	
Odontophorus_speciosus	1	0	
Odontophorus_stellatus	1	0	
Odontophorus_strophium	1	0	
Odontorchilus_branickii	1	0	
Odontorchilus_cinereus	1	0	
Ognorhynchus_icterotis	1	0	
Opisthocomus_hoazin	1	0	
Opisthoprora_euryptera	1	0	
Orchesticus_abeillei	1	0	
Oreomanes_fraseri	1	0	
Oreonympha_nobilis	1	0	
Oreophasis_derbianus	0	1	
Oreopholus_ruficollis	1	0	
Oreopsar_bolivianus	1	0	
Oreoscoptes_montanus	0	1	
Oreothlypis_gutturalis	0	1	
Oreothraupis_arremonops	1	0	
Oreotrochilus_adela	1	0	
Oreotrochilus_chimborazo	1	0	
Oreotrochilus_estella	1	0	
Oreotrochilus_leucopleurus	1	0	
Oreotrochilus_melanogaster	1	0	
Oriturus_superciliosus	0	1	
Ornithion_inerme	1	0	
Orochelidon_andecola	1	0	
Orochelidon_flavipes	1	0	
Orochelidon_murina	1	0	
Ortalis_araucuan	1	0	
Ortalis_canicollis	1	0	
Ortalis_columbiana	1	0	
Ortalis_erythroptera	1	0	
Ortalis_garrula	1	0	
Ortalis_guttata	1	0	
Ortalis_motmot	1	0	
Ortalis_ruficauda	1	0	
Ortalis_sp	0	1	
Ortalis_squamata	1	0	
Ortalis_superciliaris	1	0	
Orthogonys_chloricterus	1	0	
Orthopsittaca_manilata	1	0	
OrthopsittacaPrimoliusDiopsittaca_sp	1	0	
Oryzoborus_angolensis	1	0	
Oryzoborus_atrirostris	1	0	
Oryzoborus_crassirostris	1	0	
Oryzoborus_maximiliani	1	0	
Otus_sp	1	0	
Oxypogon_guerinii	1	0	
Oxyura_jamaicensisvittata	1	0	
Oxyura_vittata	1	0	
Pachyptila_belcheri	1	0	
Pachyptila_desolata	1	0	
Pachyptila_sp	1	0	
Pachyptila_turtur	1	0	
Pachyptila_vittata	0	0	
Pachyramphus_albogriseus	1	0	
Pachyramphus_castaneus	1	0	
Pachyramphus_marginatus	1	0	
Pachyramphus_minor	1	0	
Pachyramphus_rufus	1	0	
Pachyramphus_sp	1	1	
Pachyramphus_spodiurus	1	0	
Pachyramphus_surinamus	1	0	
Pachyramphus_validus	1	0	
Pachyramphus_versicolor	1	1	
Pachyramphus_viridis	1	0	
Pagodroma_nivea	1	0	
Panterpe_insignis	0	1	
Parabuteo_leucorrhous	1	0	
Pardirallus_nigricans	1	0	
Pardirallus_sanguinolentus	1	0	
Parkerthraustes_humeralis	1	0	
Paroaria_baeri	1	0	
Paroaria_capitata	1	0	
Paroaria_coronata	1	0	
Paroaria_dominicana	1	0	
Paroaria_gularis	1	0	
Paroaria_nigrogenis	1	0	
Paroaria_nigrogenisgularis	1	0	
Patagioenas_araucana	1	0	
Patagioenas_corensis	1	0	
Patagioenas_fasciata	1	1	
Patagioenas_goodsoni	1	0	
Patagioenas_maculosa	1	0	
Patagioenas_oenops	1	0	
Patagioenas_picazuro	1	0	
Patagioenas_plumbea	1	0	
Patagioenas_subvinacea	1	1	
Patagona_gigas	1	0	
Pauxi_koepckeae	1	0	
Pauxi_pauxi	1	0	
Pauxi_unicornis	1	0	
Pelagodroma_marina	1	0	
Pelecanoides_garnotii	1	0	
Pelecanoides_georgicus	1	0	
Pelecanoides_magellani	1	0	
Pelecanoides_sp	1	0	
Pelecanoides_urinatrix	1	0	
Pelecanus_thagus	1	0	
Penelope_albipennis	1	0	
Penelope_argyrotis	1	0	
Penelope_barbata	1	0	
Penelope_dabbenei	1	0	
Penelope_jacquacu	1	0	
Penelope_jacucaca	1	0	
Penelope_marail	1	0	
Penelope_marailjacquacu	1	0	
Penelope_montagnii	1	0	
Penelope_obscura	1	0	
Penelope_ochrogaster	1	0	
Penelope_ortoni	1	0	
Penelope_perspicax	1	0	
Penelope_pileata	1	0	
Penelope_sp	1	0	
Penelope_superciliaris	1	0	
Percnostola_arenarum	1	0	
Percnostola_lophotes	1	0	
Percnostola_rufifrons	1	0	
Periporphyrus_erythromelas	1	0	
Perissocephalus_tricolor	1	0	
Petrochelidon_rufocollaris	1	0	
Peucaea_mystacalis	0	1	
Peucedramus_taeniatus	0	1	
Pezopetes_capitalis	0	1	
Phacellodomus_[undescribed_form]	1	0	
Phacellodomus_dorsalis	1	0	
Phacellodomus_erythrophthalmus	1	0	
Phacellodomus_erythrophthalmusferrugineigula	1	0	
Phacellodomus_ferrugineigula	1	0	
Phacellodomus_maculipectus	1	0	
Phacellodomus_ruber	1	0	
Phacellodomus_rufifrons	1	0	
Phacellodomus_sibilatrix	1	0	
Phacellodomus_striaticeps	1	0	
Phacellodomus_striaticollis	1	0	
Phaeomyias_murina	1	0	
Phaethon_rubricauda	1	0	
Phaethornis_aethopyga	1	0	
Phaethornis_atrimentalis	1	0	
Phaethornis_augusti	1	0	
Phaethornis_bourcieri	1	0	
Phaethornis_eurynome	1	0	
Phaethornis_griseogularis	1	0	
Phaethornis_hispidus	1	0	
Phaethornis_idaliae	1	0	
Phaethornis_koepckeae	1	0	
Phaethornis_longuemareus	1	0	
Phaethornis_malaris	1	0	
Phaethornis_nattereri	1	0	
Phaethornis_philippii	1	0	
Phaethornis_pretrei	1	0	
Phaethornis_ruber	1	0	
Phaethornis_rupurumii	1	0	
Phaethornis_squalidus	1	0	
Phaethornis_stuarti	1	0	
Phaethornis_subochraceus	1	0	
Phaethornis_syrmatophorus	1	0	
Phaethornis_yaruqui	1	0	
Phaetusa_simplex	1	0	
Phainopepla_nitens	0	1	
Phainoptila_melanoxantha	0	1	
Phalacrocorax_atriceps	1	0	
Phalacrocorax_bougainvillii	1	0	
Phalacrocorax_bransfieldensis	0	0	
Phalacrocorax_gaimardi	1	0	
Phalacrocorax_georgianus	1	0	
Phalacrocorax_harrisi	1	0	
Phalacrocorax_magellanicus	1	0	
Phalacrocorax_neglectus	1	0	
Phalaenoptilus_nuttallii	0	1	
Phalcoboenus_albogularis	1	0	
Phalcoboenus_australis	1	0	
Phalcoboenus_carunculatus	1	0	
Phalcoboenus_megalopterus	1	0	
Pharomachrus_antisianus	1	0	
Pharomachrus_auriceps	1	0	
Pharomachrus_fulgidus	1	0	
Pharomachrus_mocinno	0	1	
Pharomachrus_pavoninus	1	0	
Phasianus_colchicus	1	0	
Phegornis_mitchellii	1	0	
Phelpsia_inornata	1	0	
Pheucticus_aureoventris	1	0	
Pheucticus_chrysogaster	1	0	
Pheugopedius_[undescribed_form]	1	0	
Pheugopedius_coraya	1	0	
Pheugopedius_eisenmanni	1	0	
Pheugopedius_euophrys	1	0	
Pheugopedius_genibarbis	1	0	
Pheugopedius_mystacalis	1	0	
Pheugopedius_sclateri	1	0	
Phibalura_flavirostris	1	0	
Philydor_atricapillus	1	0	
Philydor_erythrocercum	1	0	
Philydor_erythropterum	1	0	
Philydor_novaesi	1	0	
Philydor_pyrrhodes	1	0	
Philydor_rufum	1	0	
Phimosus_infuscatus	1	0	
Phlegopsis_borbae	1	0	
Phlegopsis_erythroptera	1	0	
Phlegopsis_nigromaculata	1	0	
Phleocryptes_melanops	1	0	
Phlogophilus_harterti	1	0	
Phlogophilus_hemileucurus	1	0	
Phoebastria_irrorata	1	0	
Phoebetria_fusca	1	0	
Phoebetria_palpebrata	1	0	
Phoenicircus_carnifex	1	0	
Phoenicircus_nigricollis	1	0	
Phoenicoparrus_andinus	1	0	
Phoenicoparrus_jamesi	1	0	
Phoenicopteridae_sp	1	0	
Phoenicopterus_chilensis	1	0	
Phrygilus_alaudinus	1	0	
Phrygilus_atriceps	1	0	
Phrygilus_carbonarius	1	0	
Phrygilus_dorsalis	1	0	
Phrygilus_erythronotus	1	0	
Phrygilus_fruticeti	1	0	
Phrygilus_gayi	1	0	
Phrygilus_patagonicus	1	0	
Phrygilus_plebejus	1	0	
Phrygilus_punensis	1	0	
Phrygilus_sp	1	0	
Phrygilus_unicolor	1	0	
Phyllomyias_burmeisteri	1	1	
Phyllomyias_cinereiceps	1	0	
Phyllomyias_fasciatus	1	0	
Phyllomyias_griseiceps	1	0	
Phyllomyias_griseocapilla	1	0	
Phyllomyias_nigrocapillus	1	0	
Phyllomyias_plumbeiceps	1	0	
Phyllomyias_reiseri	1	0	
Phyllomyias_sclateri	1	0	
Phyllomyias_sp	1	0	
Phyllomyias_urichi	1	0	
Phyllomyias_uropygialis	1	0	
Phyllomyias_virescens	1	0	
Phyllomyias_weedeni	1	0	
Phylloscartes_beckeri	1	0	
Phylloscartes_ceciliae	1	0	
Phylloscartes_chapmani	1	0	
Phylloscartes_difficilis	1	0	
Phylloscartes_eximius	1	0	
Phylloscartes_flaviventris	1	0	
Phylloscartes_gualaquizae	1	0	
Phylloscartes_kronei	1	0	
Phylloscartes_lanyoni	1	0	
Phylloscartes_nigrifrons	1	0	
Phylloscartes_ophthalmicus	1	0	
Phylloscartes_orbitalis	1	0	
Phylloscartes_oustaleti	1	0	
Phylloscartes_parkeri	1	0	
Phylloscartes_paulista	1	0	
Phylloscartes_poecilotis	1	0	
Phylloscartes_roquettei	1	0	
Phylloscartes_sp	1	0	
Phylloscartes_sylviolus	1	0	
Phylloscartes_venezuelanus	1	0	
Phylloscartes_ventralis	1	0	
Phylloscartes_virescens	1	0	
Phytotoma_raimondii	1	0	
Phytotoma_rara	1	0	
Phytotoma_rutila	1	0	
Piaya_melanogaster	1	0	
Picoides_arizonae	0	1	
Picoides_sp	0	1	
Picoides_stricklandi	0	1	
Picoides_villosus	0	1	
Piculus_aurulentus	1	0	
Piculus_chrysochloros	1	0	
Piculus_flavigula	1	0	
Piculus_leucolaemus	1	0	
Piculus_litae	1	0	
Picumnus_albosquamatus	1	0	
Picumnus_aurifrons	1	0	
Picumnus_castelnau	1	0	
Picumnus_cinnamomeus	1	0	
Picumnus_cirratus	1	0	
Picumnus_dorbignyanus	1	0	
Picumnus_exilis	1	0	
Picumnus_fulvescens	1	0	
Picumnus_granadensis	1	0	
Picumnus_lafresnayi	1	0	
Picumnus_limae	1	0	
Picumnus_minutissimus	1	0	
Picumnus_nebulosus	1	0	
Picumnus_pumilus	1	0	
Picumnus_pygmaeus	1	0	
Picumnus_rufiventris	1	0	
Picumnus_sclateri	1	0	
Picumnus_sp	1	0	
Picumnus_spilogaster	1	0	
Picumnus_squamulatus	1	0	
Picumnus_steindachneri	1	0	
Picumnus_subtilis	1	0	
Picumnus_temminckii	1	0	
Picumnus_varzeae	1	0	
Piezorina_cinerea	1	0	
Pilherodius_pileatus	1	0	
Pionites_leucogaster	1	0	
Pionites_melanocephalus	1	0	
Pionopsitta_pileata	1	0	
Pionus_chalcopterus	1	0	
Pionus_fuscus	1	0	
Pionus_maximiliani	1	0	
Pionus_sordidus	1	0	
Pionus_tumultuosus	1	0	
Pipile_cujubi	1	0	
Pipile_cumanensis	1	0	
Pipile_jacutinga	1	0	
Pipile_pipile	1	0	
Pipilo_erythrophthalmus	0	1	
Pipilo_ocai_x_maculatus	0	1	
Pipra_aureola	1	0	
Pipra_fasciicauda	1	0	
Pipra_filicauda	1	0	
Pipraeidea_bonariensis	1	0	
Pipraeidea_melanonota	1	0	
Pipreola_arcuata	1	0	
Pipreola_aureopectus	1	0	
Pipreola_chlorolepidota	1	0	
Pipreola_formosa	1	0	
Pipreola_frontalis	1	0	
Pipreola_intermedia	1	0	
Pipreola_jucunda	1	0	
Pipreola_lubomirskii	1	0	
Pipreola_pulchra	1	0	
Pipreola_riefferii	1	0	
Pipreola_whitelyi	1	0	
Piprites_chloris	1	0	
Piprites_pileata	1	0	
Piranga_erythrocephala	0	1	
Piranga_rubriceps	1	0	
Piranga_sp	1	1	
Pithys_albifrons	1	0	
Pithys_castaneus	1	0	
Platyrinchus_flavigularis	1	0	
Platyrinchus_leucoryphus	1	0	
Platyrinchus_platyrhynchos	1	0	
Platyrinchus_saturatus	1	0	
Platyspiza_crassirostris	1	0	
Plegadis_ridgwayi	1	0	
Pluvialis_dominicafulva	1	0	
Pluvianellus_socialis	1	0	
Podiceps_gallardoi	1	0	
Podiceps_major	1	0	
Podiceps_occipitalis	1	0	
Podiceps_taczanowskii	1	0	
Poecile_atricapillus	1	0	
Poecile_carolinensis	1	0	
Poecilotriccus_albifacies	1	0	
Poecilotriccus_calopterus	1	0	
Poecilotriccus_capitalis	1	0	
Poecilotriccus_fumifrons	1	0	
Poecilotriccus_latirostris	1	0	
Poecilotriccus_luluae	1	0	
Poecilotriccus_plumbeiceps	1	0	
Poecilotriccus_pulchellus	1	0	
Poecilotriccus_ruficeps	1	0	
Poecilotriccus_russatus	1	0	
Poecilotriccus_senex	1	0	
Polioptila_clementsi	1	0	
Polioptila_dumicola	1	0	
Polioptila_guianensis	1	0	
Polioptila_lactea	1	0	
Polioxolmis_rufipennis	1	0	
Polyonymus_caroli	1	0	
Polystictus_pectoralis	1	0	
Polystictus_superciliaris	1	0	
Polytmus_guainumbi	1	0	
Polytmus_milleri	1	0	
Polytmus_theresiae	1	0	
Poospiza_alticola	1	0	
Poospiza_boliviana	1	0	
Poospiza_cabanisi	1	0	
Poospiza_caesar	1	0	
Poospiza_cinerea	1	0	
Poospiza_erythrophrys	1	0	
Poospiza_hispaniolensis	1	0	
Poospiza_hypochondria	1	0	
Poospiza_lateralis	1	0	
Poospiza_melanoleuca	1	0	
Poospiza_nigrorufa	1	0	
Poospiza_ornata	1	0	
Poospiza_rubecula	1	0	
Poospiza_thoracica	1	0	
Poospiza_torquata	1	0	
Porphyrio_flavirostris	1	0	
Porphyrolaema_porphyrolaema	1	0	
Porphyrospiza_caerulescens	1	0	
Porzana_albicollis	1	0	
Porzana_spiloptera	1	0	
Premnoplex_brunnescens	1	1	
Premnoplex_tatei	1	0	
Premnornis_guttuliger	1	0	
Primolius_auricollis	1	0	
Primolius_couloni	1	0	
Primolius_maracana	1	0	
Procellaria_aequinoctialis	1	0	
Procellaria_cinerea	1	0	
Procellaria_conspicillata	1	0	
Procellaria_sp	1	0	
Procellaria_westlandica	1	0	
Procelsterna_albivitta	0	0	
Procnias_albus	1	0	
Procnias_averano	1	0	
Procnias_nudicollis	1	0	
Progne_elegans	1	0	
Progne_modesta	1	0	
Progne_murphyi	1	0	
Progne_tapera	1	0	
Psaltriparus_minimus	0	1	
Psarocolius_angustifrons	1	0	
Psarocolius_atrovirens	1	0	
Psarocolius_bifasciatus	1	0	
Psarocolius_decumanus	1	0	
Psarocolius_sp	1	0	
Psarocolius_viridis	1	0	
Pselliophorus_tibialis	0	1	
Pseudasthenes_cactorum	1	0	
Pseudasthenes_humicola	1	0	
Pseudasthenes_patagonica	1	0	
Pseudasthenes_steinbachi	1	0	
Pseudastur_occidentalis	1	0	
Pseudastur_polionotus	1	0	
Pseudelaenia_leucospodia	1	0	
Pseudocolaptes_boissonneautii	1	0	
Pseudocolaptes_lawrencii	1	1	
Pseudocolopteryx_acutipennis	1	0	
Pseudocolopteryx_citreola	1	0	
Pseudocolopteryx_dinelliana	1	0	
Pseudocolopteryx_flaviventris	1	0	
Pseudocolopteryx_flaviventriscitreola	1	0	
Pseudocolopteryx_sclateri	1	0	
Pseudoleistes_guirahuro	1	0	
Pseudoleistes_virescens	1	0	
Pseudoseisura_cristata	1	0	
Pseudoseisura_gutturalis	1	0	
Pseudoseisura_lophotes	1	0	
Pseudoseisura_unirufa	1	0	
Pseudotriccus_pelzelni	1	0	
Pseudotriccus_ruficeps	1	0	
Pseudotriccus_simplex	1	0	
Psilopsiagon_aurifrons	1	0	
Psilopsiagon_aymara	1	0	
Psilorhamphus_guttatus	1	0	
Psiloscops_flammeolus	0	1	
Psophia_crepitans	1	0	
Psophia_leucoptera	1	0	
Psophia_viridis	1	0	
Pterodroma_arminjoniana	0	0	
Pterodroma_cookii	1	0	
Pterodroma_defilippiana	1	0	
Pterodroma_externa	1	0	
Pterodroma_incerta	1	0	
Pterodroma_inexpectata	1	0	
Pterodroma_lessonii	1	0	
Pterodroma_leucoptera	0	0	
Pterodroma_longirostris	1	0	
Pterodroma_macroptera	1	0	
Pterodroma_mollis	1	0	
Pterodroma_phaeopygia	1	0	
Pterodroma_phaeopygiasandwichensis	1	0	
Pteroglossus_aracari	1	0	
Pteroglossus_azara	1	0	
Pteroglossus_bailloni	1	0	
Pteroglossus_beauharnaesii	1	0	
Pteroglossus_bitorquatus	1	0	
Pteroglossus_castanotis	1	0	
Pteroglossus_inscriptus	1	0	
Pteroglossus_pluricinctus	1	0	
Pteroglossus_sp	1	0	
Pteroglossus_viridis	1	0	
Pterophanes_cyanopterus	1	0	
Pteroptochos_castaneus	1	0	
Pteroptochos_megapodius	1	0	
Pteroptochos_tarnii	1	0	
Ptilogonys_caudatus	0	1	
Ptilogonys_cinereus	0	1	
Puffinus_assimilis	1	0	
Puffinus_baroli	1	0	
Puffinus_bulleri	1	0	
Puffinus_griseus	1	0	
Pulsatrix_koeniswaldiana	1	0	
Pulsatrix_melanota	1	0	
Pygarrhichas_albogularis	1	0	
Pygiptila_stellaris	1	0	
Pygochelidon_cyanoleuca	1	1	
Pygochelidon_melanoleuca	1	0	
Pygoscelis_adeliae	1	0	
Pygoscelis_antarcticus	1	0	
Pygoscelis_papua	1	0	
Pyriglena_atra	1	0	
Pyriglena_leuconota	1	0	
Pyriglena_leucoptera	1	0	
Pyrilia_aurantiocephala	1	0	
Pyrilia_barrabandi	1	0	
Pyrilia_caica	1	0	
Pyrilia_pulchra	1	0	
Pyrilia_vulturina	1	0	
Pyroderus_scutatus	1	0	
Pyrrhocoma_ruficeps	1	0	
Pyrrhomyias_cinnamomeus	1	0	
Pyrrhura_albipectus	1	0	
Pyrrhura_amazonum	1	0	
Pyrrhura_calliptera	1	0	
Pyrrhura_cruentata	1	0	
Pyrrhura_devillei	1	0	
Pyrrhura_egregia	1	0	
Pyrrhura_frontalis	1	0	
Pyrrhura_griseipectus	1	0	
Pyrrhura_hoematotis	1	0	
Pyrrhura_hoffmanni	0	1	
Pyrrhura_lepida	1	0	
Pyrrhura_leucotis	1	0	
Pyrrhura_lucianii	1	0	
Pyrrhura_melanura	1	0	
Pyrrhura_molinae	1	0	
Pyrrhura_orcesi	1	0	
Pyrrhura_perlata	1	0	
Pyrrhura_pfrimeri	1	0	
Pyrrhura_picta	1	0	
Pyrrhura_rhodocephala	1	0	
Pyrrhura_roseifrons	1	0	
Pyrrhura_rupicola	1	0	
Pyrrhura_sp	1	0	
Pyrrhura_viridicata	1	0	
Quiscalus_palustris	0	1	
Rallus_antarcticus	1	0	
Rallus_semiplumbeus	1	0	
Rallus_wetmorei	1	0	
Ramphastos_brevis	1	0	
Ramphastos_dicolorus	1	0	
Ramphastos_sp	1	0	
Ramphastos_toco	1	0	
Ramphastos_tucanus	1	0	
Ramphastos_vitellinus	1	0	
Ramphocelus_bresilius	1	0	
Ramphocelus_carbo	1	0	
Ramphocelus_melanogaster	1	0	
Ramphocelus_nigrogularis	1	0	
Ramphodon_naevius	1	0	
Ramphomicron_dorsale	1	0	
Ramphomicron_microrhynchum	1	0	
Ramphotrigon_fuscicauda	1	0	
Ramphotrigon_megacephalum	1	0	
Ramphotrigon_ruficauda	1	0	
Recurvirostra_andina	1	0	
Regulus_satrapa	0	1	
Reinwardtipicus_validus	1	0	
Rhea_americana	1	0	
Rhea_pennata	1	0	
Rhegmatorhina_berlepschi	1	0	
Rhegmatorhina_cristata	1	0	
Rhegmatorhina_gymnops	1	0	
Rhegmatorhina_hoffmannsi	1	0	
Rhegmatorhina_melanosticta	1	0	
Rhinocrypta_lanceolata	1	0	
Rhodopis_vesper	1	0	
Rhodospingus_cruentus	1	0	
Rhopias_gularis	1	0	
Rhopornis_ardesiacus	1	0	
Rhynchocyclus_fulvipectus	1	0	
Rhynchocyclus_pacificus	1	0	
Rhynchospiza_stolzmanni	1	0	
Rhynchospiza_strigiceps	1	0	
Rhynchotus_maculicollis	1	0	
Rhynchotus_rufescens	1	0	
Rhytipterna_immunda	1	0	
Rhytipterna_simplex	1	0	
Ridgwayia_pinicola	0	1	
Rollandia_microptera	1	0	
Rollandia_rolland	1	0	
Roraimia_adusta	1	0	
Rupicola_peruvianus	1	0	
Rupicola_rupicola	1	0	
Sakesphorus_canadensis	1	0	
Sakesphorus_cristatus	1	0	
Sakesphorus_luctuosus	1	0	
Salpinctes_obsoletus	0	1	
Saltator_atricollis	1	0	
Saltator_atripennis	1	0	
Saltator_aurantiirostris	1	0	
Saltator_cinctus	1	0	
Saltator_fuliginosus	1	0	
Saltator_maxillosus	1	0	
Saltator_nigriceps	1	0	
Saltator_orenocensis	1	0	
Saltator_rufiventris	1	0	
Saltator_similis	1	0	
Saltatricula_multicolor	1	0	
Sappho_sparganura	1	0	
Sarkidiornis_melanotos	1	0	
Satrapa_icterophrys	1	0	
Sayornis_saya	0	1	
Scelorchilus_albicollis	1	0	
Scelorchilus_rubecula	1	0	
Schiffornis_aenea	1	0	
Schiffornis_major	1	0	
Schiffornis_olivacea	1	0	
Schiffornis_turdina	1	0	
Schiffornis_virescens	1	0	
Schistes_geoffroyi	1	0	
Schistochlamys_melanopis	1	0	
Schistochlamys_ruficapillus	1	0	
Schistocichla_brunneiceps	1	0	
Schistocichla_caurensis	1	0	
Schistocichla_humaythae	1	0	
Schistocichla_leucostigma	1	0	
Schistocichla_rufifacies	1	0	
Schistocichla_saturata	1	0	
Schistocichla_schistacea	1	0	
Schoeniophylax_phryganophilus	1	0	
Sclateria_naevia	1	0	
Sclerurus_albigularis	1	1	
Sclerurus_caudacutus	1	0	
Sclerurus_rufigularis	1	0	
Sclerurus_scansor	1	0	
Sclerurus_sp	1	0	
Scytalopus_[undescribed_Ampay_form]	1	0	
Scytalopus_[undescribed_Choco_form]	1	0	
Scytalopus_[undescribed_Millpo_form]	1	0	
Scytalopus_acutirostris	1	0	
Scytalopus_affinis	1	0	
Scytalopus_altirostris	1	0	
Scytalopus_argentifrons	0	1	
Scytalopus_atratus	1	0	
Scytalopus_bolivianus	1	0	
Scytalopus_canus	1	0	
Scytalopus_caracae	1	0	
Scytalopus_diamantinensis	1	0	
Scytalopus_femoralis	1	0	
Scytalopus_fuscus	1	0	
Scytalopus_gettyae	1	0	
Scytalopus_griseicollis	1	0	
Scytalopus_iraiensis	1	0	
Scytalopus_latebricola	1	0	
Scytalopus_latrans	1	0	
Scytalopus_macropus	1	0	
Scytalopus_magellanicus	1	0	
Scytalopus_meridanus	1	0	
Scytalopus_micropterus	1	0	
Scytalopus_novacapitalis	1	0	
Scytalopus_opacus	1	0	
Scytalopus_pachecoi	1	0	
Scytalopus_parkeri	1	0	
Scytalopus_parvirostris	1	0	
Scytalopus_petrophilus	1	0	
Scytalopus_robbinsi	1	0	
Scytalopus_rodriguezi	1	0	
Scytalopus_sanctaemartae	1	0	
Scytalopus_schulenbergi	1	0	
Scytalopus_simonsi	1	0	
Scytalopus_sp	1	0	
Scytalopus_speluncae	1	0	
Scytalopus_spillmanni	1	0	
Scytalopus_stilesi	1	0	
Scytalopus_superciliaris	1	0	
Scytalopus_unicolor	1	0	
Scytalopus_urubambae	1	0	
Scytalopus_vicinior	1	0	
Scytalopus_zimmeri	1	0	
Selasphorus_flammula	0	1	
Selasphorus_rufussasin	0	1	
Selasphorus_sasin	0	1	
Selasphorus_scintilla	0	1	
Selasphorus_sp	0	1	
Selenidera_gouldii	1	0	
Selenidera_maculirostris	1	0	
Selenidera_nattereri	1	0	
Selenidera_piperivora	1	0	
Selenidera_reinwardtii	1	0	
Semnornis_frantzii	0	1	
Semnornis_ramphastinus	1	0	
Sephanoides_fernandensis	1	0	
Sephanoides_sephaniodes	1	0	
Sericossypha_albocristata	1	0	
Serpophaga_griseicapilla	1	0	
Serpophaga_hypoleuca	1	0	
Serpophaga_munda	1	0	
Serpophaga_nigricans	1	0	
Serpophaga_subcristata	1	0	
Setopagis_heterurus	1	0	
Setopagis_parvulus	1	0	
Setopagis_whitelyi	1	0	
Setophaga_chrysoparia	0	1	
Setophaga_occidentalis	0	1	
Setophaga_townsendi	0	1	
Setophaga_townsendi_x_occidentalis	0	1	
Setophaga_townsendioccidentalis	0	1	
Sialia_currucoides	0	1	
Sialia_mexicana	0	1	
Sialia_sialis	0	1	
Sialia_sp	0	1	
Sicalis_auriventris	1	0	
Sicalis_citrina	1	0	
Sicalis_columbiana	1	0	
Sicalis_flaveola	1	0	
Sicalis_lebruni	1	0	
Sicalis_lutea	1	0	
Sicalis_luteocephala	1	0	
Sicalis_mendozae	1	0	
Sicalis_olivascens	1	0	
Sicalis_raimondii	1	0	
Sicalis_sp	1	0	
Sicalis_taczanowskii	1	0	
Sicalis_uropygialis	1	0	
Siptornis_striaticollis	1	0	
Sirystes_sibilator	1	0	
Sitta_pygmaea	0	1	
Snowornis_cryptolophus	1	0	
Snowornis_subalaris	1	0	
